cid,account,action,Full name,Shortened name,status,num,type,sent_by,areacode,campaignId,live_time,test_time,update_time,sent_time,reply_time,proxy,phone,tcr_cid,live,tested,updated,lastmsg,lastreply,percent,target,sent,sent_percent,segments_sent,delivered,delivered_percent,received,dnd,bad,spam,landline,err,skipped,replies,responses,autoresponses,received_percent,received_target_percent,dnd_percent,dnd_target_percent,bad_percent,bad_target_percent,spam_percent,spam_target_percent,landline_percent,landline_target_percent,err_percent,err_target_percent,skipped_percent,skipped_target_percent,replies_percent,replies_target_percent
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,66,64486_EmpowerSaves_OH_Text65_Time_Running_Out_OHCAC_morning,Text65_Time_Running_Out_OHCAC_morning,Archived,66,SMS,outsourced,614,COP90PK,2025-09-26 11:45:01 GMT-0000,2025-09-23 17:37:54 GMT-0000,2025-09-28 13:00:00 GMT-0000,2025-09-26 12:04:30 GMT-0000,2025-09-26 12:16:02 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-26 11:45:01 GMT-0000,2025-09-23 17:37:54 GMT-0000,2025-09-28 13:00:00 GMT-0000,2025-09-26 12:04:30 GMT-0000,2025-09-26 12:16:02 GMT-0000,98,655,437,67,2196,429,98,1,1,2,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,67,64487_EmpowerSaves_OH_Text66_Time_Running_Out_OHCAC_Evening,Text66_Time_Running_Out_OHCAC_Evening,Archived,67,SMS,outsourced,614,COP90PK,2025-09-26 21:45:00 GMT-0000,2025-09-23 17:45:58 GMT-0000,2025-09-29 00:00:00 GMT-0000,2025-09-26 22:07:29 GMT-0000,2025-09-28 21:36:02 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-26 21:45:00 GMT-0000,2025-09-23 17:45:58 GMT-0000,2025-09-29 00:00:00 GMT-0000,2025-09-26 22:07:29 GMT-0000,2025-09-28 21:36:02 GMT-0000,98,477,477,100,2397,468,98,3,2,3,0,0,9,0,1,0,2,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,68,64488_EmpowerSaves_OH_Text67_Time_Running_Out_MVCAP_morning,Text67_Time_Running_Out_MVCAP_morning,Archived,68,SMS,outsourced,614,COP90PK,2025-09-26 11:45:01 GMT-0000,2025-09-23 18:18:16 GMT-0000,2025-09-28 13:00:00 GMT-0000,2025-09-26 12:07:17 GMT-0000,2025-09-26 12:06:37 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-26 11:45:01 GMT-0000,2025-09-23 18:18:16 GMT-0000,2025-09-28 13:00:00 GMT-0000,2025-09-26 12:07:17 GMT-0000,2025-09-26 12:06:37 GMT-0000,99,547,377,69,1896,374,99,2,1,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,69,64489_EmpowerSaves_OH_Text68_Time_Running_Out_MVCAP_Evening,Text68_Time_Running_Out_MVCAP_Evening,Archived,69,SMS,outsourced,614,COP90PK,2025-09-26 21:45:00 GMT-0000,2025-09-23 19:01:12 GMT-0000,2025-09-29 00:00:00 GMT-0000,2025-09-26 22:09:13 GMT-0000,2025-09-29 00:15:52 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-26 21:45:00 GMT-0000,2025-09-23 19:01:12 GMT-0000,2025-09-29 00:00:00 GMT-0000,2025-09-26 22:09:13 GMT-0000,2025-09-29 00:15:52 GMT-0000,98,385,386,100,1942,380,98,4,2,1,0,0,6,0,2,0,2,1,1,1,1,0,0,0,0,0,0,2,2,0,0,1,1
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,71,64490_EmpowerSaves_OH_Text69_Time_Running_Out_COAD_morning,Text69_Time_Running_Out_COAD_morning,Archived,71,SMS,outsourced,614,COP90PK,2025-09-26 11:45:00 GMT-0000,2025-09-23 18:28:48 GMT-0000,2025-09-28 13:00:00 GMT-0000,2025-09-26 12:10:35 GMT-0000,2025-09-26 13:03:01 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-26 11:45:00 GMT-0000,2025-09-23 18:28:48 GMT-0000,2025-09-28 13:00:00 GMT-0000,2025-09-26 12:10:35 GMT-0000,2025-09-26 13:03:01 GMT-0000,99,628,428,68,2153,423,99,4,3,2,0,0,5,0,1,0,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,70,64491_EmpowerSaves_OH_Text70_Time_Running_Out_COAD_Evening,Text70_Time_Running_Out_COAD_Evening,Archived,70,SMS,outsourced,614,COP90PK,2025-09-26 21:45:00 GMT-0000,2025-09-23 18:26:07 GMT-0000,2025-09-29 00:00:00 GMT-0000,2025-09-26 22:11:35 GMT-0000,2025-09-27 00:49:39 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-26 21:45:00 GMT-0000,2025-09-23 18:26:07 GMT-0000,2025-09-29 00:00:00 GMT-0000,2025-09-26 22:11:35 GMT-0000,2025-09-27 00:49:39 GMT-0000,97,626,432,69,2173,419,97,3,3,0,0,0,13,0,0,0,3,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,72,64576_EmpowerSaves_OH_Text71_Final_Day_COAD,Text71_Final_Day_COAD,Archived,72,SMS,outsourced,614,COP90PK,2025-09-30 17:45:00 GMT-0000,2025-09-30 13:59:10 GMT-0000,2025-10-02 21:00:00 GMT-0000,2025-09-30 18:05:07 GMT-0000,2025-10-03 21:21:41 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-30 17:45:00 GMT-0000,2025-09-30 13:59:10 GMT-0000,2025-10-02 21:00:00 GMT-0000,2025-09-30 18:05:07 GMT-0000,2025-10-03 21:21:41 GMT-0000,91,1252,854,68,3442,774,91,10,10,5,58,0,80,0,0,0,10,1,1,1,1,1,0,7,5,0,0,9,6,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,73,64577_EmpowerSaves_OH_Text72_Final_Day_IMPACT,Text72_Final_Day_IMPACT,Archived,73,SMS,outsourced,614,COP90PK,2025-09-30 17:45:00 GMT-0000,2025-09-30 14:04:18 GMT-0000,2025-10-02 21:00:00 GMT-0000,2025-09-30 18:08:20 GMT-0000,2025-10-03 14:20:27 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-30 17:45:00 GMT-0000,2025-09-30 14:04:18 GMT-0000,2025-10-02 21:00:00 GMT-0000,2025-09-30 18:08:20 GMT-0000,2025-10-03 14:20:27 GMT-0000,95,748,752,101,3027,714,95,8,7,0,3,0,38,0,1,0,7,1,1,1,1,0,0,0,0,0,0,5,5,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,74,64578_EmpowerSaves_OH_Text73_Final_Day_OHCAC,Text73_Final_Day_OHCAC,Archived,74,SMS,outsourced,614,COP90PK,2025-09-30 17:45:00 GMT-0000,2025-09-30 14:08:27 GMT-0000,2025-10-02 21:00:00 GMT-0000,2025-09-30 18:21:30 GMT-0000,2025-10-01 22:03:03 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-30 17:45:00 GMT-0000,2025-09-30 14:08:27 GMT-0000,2025-10-02 21:00:00 GMT-0000,2025-09-30 18:21:30 GMT-0000,2025-10-01 22:03:03 GMT-0000,99,653,471,72,1893,465,99,2,1,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
c_zjtlzwbdahbqh4ptde,Ohio Partners for Affordable Energy,75,64579_EmpowerSaves_OH_Text74_Final_Day_MVCAP,Text74_Final_Day_MVCAP,Archived,75,SMS,outsourced,614,COP90PK,2025-09-30 17:45:00 GMT-0000,2025-09-30 14:14:33 GMT-0000,2025-10-02 21:00:00 GMT-0000,2025-09-30 18:24:37 GMT-0000,2025-09-30 22:33:13 GMT-0000,"1,614,681,688,216,140,000,000","1,614,681,688,216,140,000,000",COP90PK,2025-09-30 17:45:00 GMT-0000,2025-09-30 14:14:33 GMT-0000,2025-10-02 21:00:00 GMT-0000,2025-09-30 18:24:37 GMT-0000,2025-09-30 22:33:13 GMT-0000,99,1092,760,70,3053,753,99,5,5,0,0,0,7,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
